Frame Attached,Frame Detached,Average Eccentricity,Average Size,Average Horizontal Location,Average Vertical Location,rolling?,Starting Vertical Position,Starting Horizontal Position,Final Vertical Position,Final Horizontal Position
396,398,0.714690937,198,76.40209164,1176.237696,no,76.39572193,1176.336898,77.05445545,1176.039604
404,404,0.662781702,90,219.8888889,454.5222222,no,219.8888889,454.5222222,219.8888889,454.5222222
404,408,0.502324075,155.6666667,849.4425536,683.3951491,yes,849.7894737,685.0614035,848.8852459,682.2240437
405,405,0.711752248,100,154.1,493.91,no,154.1,493.91,154.1,493.91
407,407,0.936119445,113,818.9911504,409.3893805,no,818.9911504,409.3893805,818.9911504,409.3893805
409,411,0.827597095,131.5,310.5642708,1057.469543,no,308.5858586,1057.323232,312.5426829,1057.615854
410,906,0.825714739,215.339207,550.7363564,915.9712761,yes,550.9737991,917.3449782,551.052,920.28
413,413,0.641466198,150,153.68,493.9133333,no,153.68,493.9133333,153.68,493.9133333
413,413,0.802376809,93.5,175.25,1190,no,175.25,1190,175.25,1190
417,417,0.851717059,115,381.8695652,756.7130435,no,381.8695652,756.7130435,381.8695652,756.7130435
418,418,0.872284249,108,889.8333333,719.0092593,no,889.8333333,719.0092593,889.8333333,719.0092593
419,422,0.709435088,128,153.5530345,514.36829,yes,153.2086331,515.5827338,153.8974359,513.1538462
422,904,0.848372693,212.6991701,307.9956271,51.76086504,yes,307.2831858,55.46460177,307.2702703,27.93243243
426,426,0.812611334,147,221.2312925,464.2517007,no,221.2312925,464.2517007,221.2312925,464.2517007
432,432,0.455745689,94,154.9148936,490.6702128,no,154.9148936,490.6702128,154.9148936,490.6702128
433,600,0.730786157,210.5297619,74.884733,1331.108013,no,75.61428571,1331.871429,74.26946108,1329.467066
435,435,0.860941289,121,223.0661157,464.4710744,no,223.0661157,464.4710744,223.0661157,464.4710744
438,438,0.854586771,119,154.302521,515.092437,no,154.302521,515.092437,154.302521,515.092437
441,441,0.90748989,106,171.4056604,912.1792453,no,171.4056604,912.1792453,171.4056604,912.1792453
444,444,0.910339688,93,267.7849462,85.5483871,no,267.7849462,85.5483871,267.7849462,85.5483871
449,514,0.551767555,190.7575758,253.314687,1170.734828,no,253.9450549,1171.945055,253.2234043,1170.638298
450,906,0.519450147,184.872807,937.0065563,615.0313009,yes,937.8888889,615.2833333,938.0598802,616.6047904
451,451,0.829628488,119,71.60504202,3.487394958,no,71.60504202,3.487394958,71.60504202,3.487394958
452,452,0.921802838,97,663.443299,689.9381443,no,663.443299,689.9381443,663.443299,689.9381443
453,456,0.710524802,114,154.7049233,504.3045077,yes,155.7794118,516.0220588,153.6304348,492.5869565
455,455,0.599840504,168,535.1428571,1107.857143,no,535.1428571,1107.857143,535.1428571,1107.857143
458,458,0.95844159,118,762.5423729,74.47457627,no,762.5423729,74.47457627,762.5423729,74.47457627
458,904,0.89874054,169.2774049,866.9562497,216.5227335,yes,867.7046632,217.7875648,866.4923077,213.7230769
459,459,0.853571645,132,239.1666667,614.0909091,no,239.1666667,614.0909091,239.1666667,614.0909091
461,461,0.80714774,91,155.3956044,516.5934066,no,155.3956044,516.5934066,155.3956044,516.5934066
462,462,0.604967376,148,309.9121622,1058.567568,no,309.9121622,1058.567568,309.9121622,1058.567568
466,522,0.756201,192.5263158,563.7162803,309.1151558,no,563.377551,310.0408163,563.5505051,308.9494949
472,907,0.887057342,223.2294686,876.7702967,479.5588504,yes,876.3924051,480.2700422,875.7028986,474.6666667
475,475,0.629900779,95,74.37894737,341.2,no,74.37894737,341.2,74.37894737,341.2
478,899,0.621921643,165.7251185,652.6224476,1341.676219,no,652.4477612,1343.776119,652.7051282,1343.423077
481,481,0.918854714,113,144.1238938,1340.575221,no,144.1238938,1340.575221,144.1238938,1340.575221
481,906,0.607399821,166.202046,492.802092,881.8433843,no,492.3099042,882.2715655,494.3153846,883.9153846
484,484,0.492906766,96,472.1875,1051.416667,no,472.1875,1051.416667,472.1875,1051.416667
490,904,0.823862628,247.4371981,595.8688977,868.7232072,no,595.8893443,870.3934426,594.8994413,870.8156425
492,903,0.783722343,212.3137255,160.7545881,279.0441786,yes,160.8938356,277.630137,162.1564246,279.2513966
497,626,0.814962275,225.3723404,699.5203821,572.4762971,no,699.3377778,572.4488889,699.5209302,572.544186
498,498,0.652928439,162,156.6419753,495.1728395,no,156.6419753,495.1728395,156.6419753,495.1728395
498,547,0.756836439,203.92,701.7992593,984.3717714,no,701.5982906,986.4529915,702.199005,983.8159204
499,499,0.701443353,206,473.9223301,356.1941748,no,473.9223301,356.1941748,473.9223301,356.1941748
501,608,0.549588787,162.6944444,743.4473054,69.23082529,yes,743.2269939,117.5705521,744.75,29.36805556
503,503,0.919185229,117,256.6324786,1000.564103,no,256.6324786,1000.564103,256.6324786,1000.564103
507,507,0.488487112,98,72.91836735,332.7959184,no,72.91836735,332.7959184,72.91836735,332.7959184
508,508,0.731444977,93,716.1612903,1205.602151,no,716.1612903,1205.602151,716.1612903,1205.602151
509,608,0.754340246,221.72,696.4677003,16.43144647,no,697.1138211,17.01626016,696.4078947,15.21052632
515,515,0.812273405,94,103.4574468,347.1170213,no,103.4574468,347.1170213,103.4574468,347.1170213
516,582,0.766821964,202.5970149,542.842126,8.64166816,no,542.527027,8.824324324,543.385,8.375
518,542,0.837806288,213.8,60.53711318,1198.587327,no,59.8173516,1199.351598,60.37569061,1199.867403
518,518,0.641360545,150,155.1466667,493.5,no,155.1466667,493.5,155.1466667,493.5
519,519,0.865737553,94,222.5638298,462.0851064,no,222.5638298,462.0851064,222.5638298,462.0851064
521,521,0.868514302,106,853.1886792,676.5943396,no,853.1886792,676.5943396,853.1886792,676.5943396
523,523,0.831901583,107,235.2523364,613.3925234,no,235.2523364,613.3925234,235.2523364,613.3925234
524,524,0.717958163,131,904.4503817,1262.793893,no,904.4503817,1262.793893,904.4503817,1262.793893
528,542,0.562561298,143.6666667,142.0665202,688.0878635,yes,141.1616162,688.8181818,142.4107143,686.8809524
528,528,0.882872299,128,143.6171875,1341.71875,no,143.6171875,1341.71875,143.6171875,1341.71875
533,533,0.721553437,167,155.0718563,494.1257485,no,155.0718563,494.1257485,155.0718563,494.1257485
536,900,0.711850866,193.3186813,132.2918184,819.5076909,no,132.6256983,820.9776536,133.2641509,819.9528302
537,901,0.745109778,218.4493151,865.6653272,309.1196957,yes,865.4182692,309.3365385,863.7931034,305.954023
538,538,0.650500449,97,109.6701031,303.9484536,no,109.6701031,303.9484536,109.6701031,303.9484536
545,552,0.657356404,226.5,807.9196233,799.0798157,no,808.0042553,799.8042553,808.1367521,798.5598291
546,546,0.656000849,153,155.4575163,493.7189542,no,155.4575163,493.7189542,155.4575163,493.7189542
549,905,0.791240529,193.7275281,1009.943306,1122.245004,yes,1011.229167,1123.791667,1008.362069,1121.568966
553,604,0.822353026,211.5384615,748.7750506,729.0120634,no,748.8756219,730.3383085,749.2835821,728.4726368
557,557,0.763674198,122,236.0081967,614.3688525,no,236.0081967,614.3688525,236.0081967,614.3688525
560,899,0.814163263,214.9882006,957.2438618,720.4954338,no,957.5798319,720.8319328,957.1853659,720.8634146
561,561,0.561798679,139,154.6906475,493.676259,no,154.6906475,493.676259,154.6906475,493.676259
561,906,0.667664944,190.625,675.5634608,994.4873983,no,675.6524064,995.1604278,676.0921659,997.59447
566,566,0.855402399,130,312.0615385,1056.792308,no,312.0615385,1056.792308,312.0615385,1056.792308
571,905,0.71090928,199.0785498,478.7848703,302.0594679,no,479.2792793,305.0585586,479.3459716,304.2654028
571,571,0.878029968,118,853.2881356,676.9661017,no,853.2881356,676.9661017,853.2881356,676.9661017
572,572,0.865056708,122,155.352459,515.942623,no,155.352459,515.942623,155.352459,515.942623
574,574,0.62294384,156,556.0833333,506.3076923,no,556.0833333,506.3076923,556.0833333,506.3076923
578,580,0.906407641,94,853.2621958,677.7040747,yes,853.4086022,678.3870968,853.1157895,677.0210526
581,581,0.842366726,108,98.87037037,999.75,no,98.87037037,999.75,98.87037037,999.75
581,581,0.493447921,96,1013.09375,904.2395833,no,1013.09375,904.2395833,1013.09375,904.2395833
584,584,0.941285696,91,144.1648352,1328.285714,no,144.1648352,1328.285714,144.1648352,1328.285714
585,587,0.85527461,95,366.5238095,1100.541667,yes,366.8333333,1105.983333,366.2142857,1095.1
585,616,0.714636838,222.6666667,885.7402487,704.3860173,no,884.9920949,705.2964427,885.9045226,702.4623116
587,587,0.687304556,187,722.9411765,220.1604278,no,722.9411765,220.1604278,722.9411765,220.1604278
587,587,0.800858198,201,768.4378109,237.0995025,no,768.4378109,237.0995025,768.4378109,237.0995025
588,591,0.73603336,112.5,233.3780376,600.7971207,yes,235.6204819,613.2891566,231.1355932,588.3050847
594,900,0.821629729,221.0098039,813.3342206,210.0695741,no,813.1441048,211.8733624,813.9054054,212.1981982
595,595,0.899101489,102,838.5490196,1208.009804,no,838.5490196,1208.009804,838.5490196,1208.009804
597,598,0.706694105,124,153.8637838,494.4810811,no,156.0675676,493.6621622,151.66,495.3
597,598,0.898062048,72,693.7310802,873.9810284,yes,694.0659341,878.1318681,693.3962264,869.8301887
600,600,0.866439966,104,223.3557692,463.5096154,no,223.3557692,463.5096154,223.3557692,463.5096154
601,601,0.508309829,168,340.5595238,1299.559524,no,340.5595238,1299.559524,340.5595238,1299.559524
603,612,0.650162509,207.6,854.4216239,1100.384111,no,854.7830189,1100.528302,854.0140845,1100.323944
606,606,0.765826245,206,237.461165,615.5728155,no,237.461165,615.5728155,237.461165,615.5728155
606,606,0.417105052,165,612.2484848,371.6969697,no,612.2484848,371.6969697,612.2484848,371.6969697
606,606,0.852257823,186,625.9032258,351.9892473,no,625.9032258,351.9892473,625.9032258,351.9892473
606,606,0.703040339,177,722.6384181,219.9661017,no,722.6384181,219.9661017,722.6384181,219.9661017
607,609,0.772077039,125.5,155.1935099,493.1204636,no,155.9470199,492.8609272,154.44,493.38
610,610,0.746216219,124,148.733871,496.233871,no,148.733871,496.233871,148.733871,496.233871
615,615,0.906748775,105,473.5904762,55.38095238,no,473.5904762,55.38095238,473.5904762,55.38095238
616,616,0.792903697,222,696.545045,15.25225225,no,696.545045,15.25225225,696.545045,15.25225225
616,616,0.638174755,169,747.1597633,17.30769231,no,747.1597633,17.30769231,747.1597633,17.30769231
617,617,0.610909075,173,155.5606936,493.9884393,no,155.5606936,493.9884393,155.5606936,493.9884393
620,620,0.775651401,134,5.253731343,287.9402985,no,5.253731343,287.9402985,5.253731343,287.9402985
620,620,0.864888054,99,236.8484848,613.6363636,no,236.8484848,613.6363636,236.8484848,613.6363636
620,870,0.806818739,200.0916335,462.6838616,1257.092489,yes,462.9402985,1261.507463,462.2028302,1256.603774
620,625,0.711425787,216,886.1008982,702.0267244,no,886.0691244,702.124424,885.7824074,701.5138889
623,623,0.821826125,117,154.8461538,515.1538462,no,154.8461538,515.1538462,154.8461538,515.1538462
625,625,0.727804411,223,696.7040359,15.9955157,no,696.7040359,15.9955157,696.7040359,15.9955157
625,625,0.693705353,161,747.4658385,15.29813665,no,747.4658385,15.29813665,747.4658385,15.29813665
627,627,0.816525142,94,10.85106383,309.9468085,no,10.85106383,309.9468085,10.85106383,309.9468085
628,628,0.599785198,219,130.1506849,111.2146119,no,130.1506849,111.2146119,130.1506849,111.2146119
628,760,0.752571665,227.8120301,299.7766867,567.9623585,no,302.0691824,563.6509434,299.7478632,567.6581197
629,629,0.756775731,228,696.4342105,15.01754386,no,696.4342105,15.01754386,696.4342105,15.01754386
629,629,0.726458305,163,748.3128834,11.95092025,no,748.3128834,11.95092025,748.3128834,11.95092025
630,643,0.649167844,195.3333333,886.4307961,699.8594465,no,886.0441176,701.3382353,886.1572327,699.5786164
631,631,0.780655024,106,98.49056604,998.490566,no,98.49056604,998.490566,98.49056604,998.490566
636,646,0.773052678,217.2857143,696.4318471,15.63768971,no,696.6923077,15.61538462,695.8373206,15.51196172
636,646,0.505508772,126.7142857,746.0615645,4.698631539,yes,746.1714286,5.307142857,745.6117647,3.670588235
637,901,0.753175451,222.2075472,59.05976952,1262.148107,no,59.10784314,1263.607843,59.23622047,1262.944882
639,655,0.75829719,143.2727273,6.634387066,289.7631128,yes,7.651315789,310.5394737,6.137096774,286.1209677
639,639,0.788759109,123,566.0894309,1034.674797,no,566.0894309,1034.674797,566.0894309,1034.674797
640,904,0.809858468,247.1946565,66.28190098,1203.964789,yes,66.18565401,1205.649789,63.3622449,1201.515306
643,643,0.916348948,314,468.2356688,208.5509554,no,468.2356688,208.5509554,468.2356688,208.5509554
643,643,0.820405243,91,795.4615385,514.3956044,no,795.4615385,514.3956044,795.4615385,514.3956044
647,705,0.716496208,204.3898305,578.4029335,36.08419101,yes,577.8324324,35.56216216,578.6736842,34.75263158
647,652,0.548909708,173,886.7376298,699.386095,no,886.8483146,699.2078652,886.2142857,699.6845238
650,667,0.708370767,200.8333333,336.4961449,392.6789452,no,336.14,392.815,336.4633028,392.353211
650,905,0.775376349,223.995935,696.3309423,14.90197053,yes,696.1756757,15.72522523,696.22,16.9
654,654,0.829714305,110,209.3454545,710.3909091,no,209.3454545,710.3909091,209.3454545,710.3909091
655,866,0.774462198,207.2654028,485.9749339,1064.143934,no,486.9354839,1066.322581,485.8703704,1063.912037
656,658,0.49442913,171,886.8929268,699.2784143,no,886.7976879,699.4739884,886.9881657,699.0828402
656,907,0.783506794,225.54,964.9039639,1239.798214,yes,963.6896552,1242.77931,964.0230769,1243.476923
658,668,0.516103686,80.4,745.2246729,4.039009076,yes,745.0666667,4.811111111,745.0843373,4.192771084
659,659,0.800151425,103,56.0776699,668.5728155,no,56.0776699,668.5728155,56.0776699,668.5728155
662,662,0.92103655,91,755.2087912,1309.241758,no,755.2087912,1309.241758,755.2087912,1309.241758
662,687,0.557912674,167.4375,886.7093276,698.2084919,yes,886.6645963,698.7391304,885.9877301,697.1411043
663,900,0.907443759,218.6822034,344.6249619,624.9436432,yes,344.627451,626.1715686,344.4103774,623.9245283
664,673,0.819932146,158.1666667,6.077086278,286.8210567,no,5.938931298,287.2137405,6.582278481,286.7848101
669,673,0.744812788,79,794.5904718,514.4968247,yes,793.7837838,515,795.7931034,514.5689655
673,673,0.673601887,139,156.0215827,494.6043165,no,156.0215827,494.6043165,156.0215827,494.6043165
673,673,0.729581015,144,194.9097222,550.2708333,no,194.9097222,550.2708333,194.9097222,550.2708333
673,673,0.644220426,111,500.5675676,697.4594595,no,500.5675676,697.4594595,500.5675676,697.4594595
674,678,0.74029079,65.33333333,221.2397382,457.1143494,no,220.5888889,454.7111111,220.7017544,459.754386
674,674,0.323064686,138,1010.202899,456.1666667,no,1010.202899,456.1666667,1010.202899,456.1666667
678,678,0.760063688,125,154.664,514.8,no,154.664,514.8,154.664,514.8
679,686,0.660620284,140.1666667,7.485180534,288.2903393,yes,9.4,287.95,6.203208556,286.7112299
682,682,0.81051312,164,154.5853659,514.4146341,no,154.5853659,514.4146341,154.5853659,514.4146341
682,687,0.643369058,64.25,171.4729589,904.7539356,yes,171.8217822,908.4158416,171.1730769,903.6346154
686,686,0.749269257,142,860.4366197,835.7042254,no,860.4366197,835.7042254,860.4366197,835.7042254
687,905,0.828748332,192.4862385,853.7521126,833.7564804,yes,853.9487179,834.8512821,854.8269231,831.3221154
689,689,0.95202591,151,844.6754967,1247.490066,no,844.6754967,1247.490066,844.6754967,1247.490066
691,711,0.684693906,167.25,6.649980614,286.7265327,yes,5.834782609,287.1304348,6.894736842,287.3976608
691,691,0.614204823,159,886.7861635,696.2327044,no,886.7861635,696.2327044,886.7861635,696.2327044
694,694,0.830726003,136,118.3602941,18.83088235,no,118.3602941,18.83088235,118.3602941,18.83088235
694,694,0.870748326,112,174.2410714,1191.660714,no,174.2410714,1191.660714,174.2410714,1191.660714
694,694,0.939851395,127,819.3622047,409.4015748,no,819.3622047,409.4015748,819.3622047,409.4015748
695,695,0.602724897,148,886.5810811,694.6959459,no,886.5810811,694.6959459,886.5810811,694.6959459
697,697,0.942469169,106,332.9716981,361.4433962,no,332.9716981,361.4433962,332.9716981,361.4433962
699,699,0.873462989,90,406.6111111,1262.844444,no,406.6111111,1262.844444,406.6111111,1262.844444
699,699,0.603503697,155,887.2709677,696.4645161,no,887.2709677,696.4645161,887.2709677,696.4645161
700,740,0.785346706,199.6097561,264.7004772,978.4119141,no,266.8454545,980.0636364,264.0725389,978.1709845
701,701,0.866650909,100,143.95,1341.7,no,143.95,1341.7,143.95,1341.7
703,706,0.526111903,138,886.8480835,694.4179748,no,887.1854305,694.7019868,886.4511278,694.0827068
706,906,0.554238474,209.345,478.5854638,1322.576879,no,479.2303922,1324.627451,478.2994924,1323.979695
707,785,0.895227084,138.0379747,3.269100594,398.5037985,yes,3.634615385,399.4935897,3.135338346,398.5488722
707,707,0.797115732,139,236.7482014,612.5827338,no,236.7482014,612.5827338,236.7482014,612.5827338
711,714,0.768583994,105,556.809518,528.6194012,yes,556.2151899,529.3734177,557.4038462,527.8653846
713,713,0.660799487,212,89.04245283,166.9764151,no,89.04245283,166.9764151,89.04245283,166.9764151
713,722,0.633505883,141.875,886.9098039,693.5263549,no,886.5248227,694.1347518,887.189781,693.9270073
715,715,0.68687924,187,233.9839572,614.0320856,no,233.9839572,614.0320856,233.9839572,614.0320856
716,719,0.735303062,152.3333333,6.495384995,287.6155778,no,6.511312217,286.1085973,6,290.2727273
717,718,0.608677305,272.5,914.4120912,920.930694,no,914.4776119,921.0671642,914.3465704,920.7942238
718,718,0.908458167,90,852.9888889,677.8111111,no,852.9888889,677.8111111,852.9888889,677.8111111
723,734,0.736819006,124.5714286,6.855072743,288.3522555,yes,8.118226601,286.6551724,8.394495413,288.706422
724,907,0.833057492,227.1793478,249.8509858,850.4106511,no,249.3991416,850.9742489,248.7206478,853.0404858
727,727,0.823529824,172,154.7209302,515.1511628,no,154.7209302,515.1511628,154.7209302,515.1511628
727,907,0.735584526,204.9226519,253.8779449,684.8896502,yes,254.0121951,683.203252,253.4285714,686.7777778
728,902,0.79132491,179.9367816,647.9127369,1272.177704,no,648.3128834,1274.02454,647.2190476,1275.447619
729,729,0.870825087,174,419.3908046,345.0114943,no,419.3908046,345.0114943,419.3908046,345.0114943
729,802,0.817059152,222.7884615,699.5216261,572.3498333,no,699.7946429,572.5401786,699.6146789,572.0137615
729,729,0.808887268,184,913.3695652,920.0978261,no,913.3695652,920.0978261,913.3695652,920.0978261
730,730,0.854471621,115,516.1217391,153.2608696,no,516.1217391,153.2608696,516.1217391,153.2608696
731,731,0.905140715,92,153.6956522,515.0543478,no,153.6956522,515.0543478,153.6956522,515.0543478
731,738,0.666066321,151,887.2638293,691.8924235,no,887.2206897,692.2758621,887.0333333,691.54
733,733,0.690971249,216,665.6435185,1075.361111,no,665.6435185,1075.361111,665.6435185,1075.361111
733,733,0.80451797,220,684.4636364,1079.004545,no,684.4636364,1079.004545,684.4636364,1079.004545
733,733,0.742142158,202,723.1435644,219.4752475,no,723.1435644,219.4752475,723.1435644,219.4752475
733,733,0.791487759,188,768.4308511,236.7340426,no,768.4308511,236.7340426,768.4308511,236.7340426
734,735,0.797700407,108.5,240.6303763,601.1586022,yes,241.1854839,613.983871,240.0752688,588.3333333
736,786,0.778348362,194.5882353,462.9068044,470.9943117,no,462.2879581,471.408377,462.7326733,470.7574257
743,743,0.788353427,95,794.5052632,513.2631579,no,794.5052632,513.2631579,794.5052632,513.2631579
743,745,0.623177197,163,887.4677431,691.5782897,no,887.2098765,691.3395062,887.7256098,691.8170732
744,744,0.86981292,113,763.8849558,89.94690265,no,763.8849558,89.94690265,763.8849558,89.94690265
746,897,0.552487034,190.2222222,291.6631654,995.4838496,no,291.2234043,996.1968085,290.8877551,995.1989796
748,748,0.826885799,138,246.3333333,112.1086957,no,246.3333333,112.1086957,246.3333333,112.1086957
750,751,0.60261893,163.5,886.9022911,690.8505166,no,887.0188679,690.9748428,886.7857143,690.7261905
753,753,0.916199381,97,80.89690722,457.2371134,no,80.89690722,457.2371134,80.89690722,457.2371134
754,754,0.728779326,138,5.166666667,286.6231884,no,5.166666667,286.6231884,5.166666667,286.6231884
756,759,0.727559188,147.6666667,6.679112146,287.2471339,no,8.796052632,286.5986842,5.397849462,289.0215054
758,765,0.518544268,157.8333333,887.1872473,689.8152929,no,886.4705882,689.8496732,887.5740741,689.8950617
761,761,0.860850863,91,222.7032967,463.3516484,no,222.7032967,463.3516484,222.7032967,463.3516484
765,765,0.54782992,111,7.441441441,287.9279279,no,7.441441441,287.9279279,7.441441441,287.9279279
766,766,0.81039388,96,794.1770833,515.5208333,no,794.1770833,515.5208333,794.1770833,515.5208333
769,772,0.791963261,136,6.136842105,287.0120614,yes,5.3,287.8333333,6.973684211,286.1907895
769,771,0.564066271,160,887.56207,688.6103815,no,888.0792683,688.945122,887.0448718,688.275641
770,903,0.807350985,214.2014925,670.5043529,114.9847188,no,670.2907489,117.4493392,670.6196581,117.1025641
772,772,0.290425046,115,139.7652174,4.704347826,no,139.7652174,4.704347826,139.7652174,4.704347826
775,887,0.775304869,237.2831858,297.5405765,562.5481309,no,297.6803279,562.7090164,295.5,561.2142857
775,777,0.816262588,218,782.7265427,444.1671265,no,782.9086538,444.6394231,782.7478261,443.9869565
775,778,0.606364431,137.6666667,887.4549691,687.0786236,no,887.7954545,687.3484848,887.2765957,686.7659574
776,776,0.448843863,217,7.368663594,285.281106,no,7.368663594,285.281106,7.368663594,285.281106
776,776,0.660520682,101,387.7029703,755.3168317,no,387.7029703,755.3168317,387.7029703,755.3168317
781,783,0.66709162,139.5,6.663185735,285.9172211,no,6.783018868,284.8113208,6.543352601,287.0231214
781,781,0.726885975,122,158.8770492,494.5163934,no,158.8770492,494.5163934,158.8770492,494.5163934
784,784,0.686776167,136,886.3161765,685.4558824,no,886.3161765,685.4558824,886.3161765,685.4558824
784,901,0.912033115,209.3559322,888.6411643,120.3373857,yes,888.1789474,124.4315789,888.7747748,120.2207207
785,785,0.686375395,151,155.1986755,513.4635762,no,155.1986755,513.4635762,155.1986755,513.4635762
787,900,0.716292941,181.8938053,170.9204182,1206.999956,yes,175.1111111,1208.915344,170.2738095,1207.47619
788,788,0.531930701,121,572.8677686,702.3884298,no,572.8677686,702.3884298,572.8677686,702.3884298
793,793,0.695726239,137,310.9124088,1058.328467,no,310.9124088,1058.328467,310.9124088,1058.328467
793,793,0.666043458,143,886.3286713,686.0769231,no,886.3286713,686.0769231,886.3286713,686.0769231
795,795,0.635706397,118,154.2711864,514.3220339,no,154.2711864,514.3220339,154.2711864,514.3220339
797,797,0.971544609,109,145.9541284,504.0183486,no,145.9541284,504.0183486,145.9541284,504.0183486
799,799,0.705617612,99,501.2424242,696.9191919,no,501.2424242,696.9191919,501.2424242,696.9191919
800,803,0.5765266,148,886.0018804,685.3802513,no,886.0797101,685.057971,885.9240506,685.7025316
804,804,0.501348026,101,153.3762376,513.7524752,no,153.3762376,513.7524752,153.3762376,513.7524752
805,816,0.794050403,79.875,59.85135002,374.8380661,yes,60.41052632,374.5894737,56.10909091,377.8363636
806,907,0.818127963,220.0843373,699.5195846,572.3869074,yes,699.3,572.2090909,701.0647059,573.1058824
807,807,0.621804628,163,887.0122699,685.8650307,no,887.0122699,685.8650307,887.0122699,685.8650307
813,813,0.731313073,151,155.2450331,493.3443709,no,155.2450331,493.3443709,155.2450331,493.3443709
814,851,0.505658767,155,887.1545896,682.5876829,no,886.5882353,684.8039216,888.0843373,681.253012
817,818,0.770887171,153.5,311.1196797,1058.581429,yes,311.2594937,1059.303797,310.9798658,1057.85906
818,825,0.758566909,94.83333333,60.51214074,374.6576127,no,61.56730769,374.6634615,59.99047619,374.8666667
829,852,0.745036513,89.16666667,60.36064821,374.2912255,yes,58.65873016,376.1587302,61.61946903,374.9115044
829,836,0.763570568,107.25,154.2980378,495.2913304,yes,154.0873786,494.5825243,153.7372881,494.1525424
829,829,0.674202408,94,1011.87234,804.4893617,no,1011.87234,804.4893617,1011.87234,804.4893617
832,832,0.920281742,100,852.39,676.91,no,852.39,676.91,852.39,676.91
834,834,0.907018533,115,60.53043478,602.8086957,no,60.53043478,602.8086957,60.53043478,602.8086957
840,840,0.794481116,113,311.0088496,1082.371681,no,311.0088496,1082.371681,311.0088496,1082.371681
841,842,0.611192884,141.5,155.4194274,493.9548569,no,155.1333333,493.9833333,155.7055215,493.9263804
845,848,0.696902827,183.25,566.6369928,695.5655668,yes,567.5637255,699.2696078,567.5229885,693.6321839
845,845,0.842935024,125,779.224,1057.416,no,779.224,1057.416,779.224,1057.416
848,848,0.890841632,134,143.6492537,1340.992537,no,143.6492537,1340.992537,143.6492537,1340.992537
849,849,0.832870088,126,529.0238095,549.3015873,no,529.0238095,549.3015873,529.0238095,549.3015873
853,853,0.844414157,117,154.5470085,493.6752137,no,154.5470085,493.6752137,154.5470085,493.6752137
854,859,0.829867619,89.33333333,157.0098023,499.0031276,yes,153.9224806,514.5271318,160.6545455,491.6727273
855,855,0.543437828,173,887.1618497,680.8323699,no,887.1618497,680.8323699,887.1618497,680.8323699
856,857,0.785192551,195,641.6704549,638.2501153,yes,642.2663755,639.6244541,641.0745342,636.8757764
857,905,0.729151362,138.9583333,1044.507588,437.7242159,yes,1044.228758,437.9411765,1043.873494,439.9036145
863,863,0.923538498,114,144.0175439,1340.429825,no,144.0175439,1340.429825,144.0175439,1340.429825
864,864,0.763009948,152,840.0986842,1206.414474,no,840.0986842,1206.414474,840.0986842,1206.414474
865,865,0.536298158,152,887.7565789,677.9078947,no,887.7565789,677.9078947,887.7565789,677.9078947
871,900,0.50372321,159.0526316,887.4014586,678.1771727,yes,887.2255639,677.7293233,886.5090909,689.8
875,875,0.923071119,99,475.4040404,52.93939394,no,475.4040404,52.93939394,475.4040404,52.93939394
878,878,0.759968688,105,154.1333333,514.0952381,no,154.1333333,514.0952381,154.1333333,514.0952381
879,904,0.705393105,216.3076923,710.9916912,379.717977,no,710.8888889,379.8067633,710.3346304,380.9105058
883,906,0.797202374,232.3043478,310.1140375,1281.241399,no,310.1077586,1281.887931,311.150289,1282.924855
883,883,0.430653282,107,577,676.8598131,no,577,676.8598131,577,676.8598131
888,888,0.672161002,98,243.3877551,459.8469388,no,243.3877551,459.8469388,243.3877551,459.8469388
889,893,0.741634848,92,712.7919626,715.1820505,yes,710.3390805,731.3103448,716.6888889,710.5666667
891,891,0.913376205,90,228.6,920.5222222,no,228.6,920.5222222,228.6,920.5222222
893,893,0.791448825,103,153.6504854,513.8252427,no,153.6504854,513.8252427,153.6504854,513.8252427
894,894,0.785545652,107,712.682243,734.046729,no,712.682243,734.046729,712.682243,734.046729
1,1,0.157386069,218,468.7385321,343.2752294,no,468.7385321,343.2752294,468.7385321,343.2752294
2,2,0.749432752,192,276.40625,1076.072917,no,276.40625,1076.072917,276.40625,1076.072917
4,4,0.867176573,102,22.83333333,352.8235294,no,22.83333333,352.8235294,22.83333333,352.8235294
4,4,0.626764375,106,581.7358491,1027.028302,no,581.7358491,1027.028302,581.7358491,1027.028302
4,4,0.822636394,98,586.6530612,858.4285714,no,586.6530612,858.4285714,586.6530612,858.4285714
4,4,0.720097229,110,647.9363636,1203.663636,no,647.9363636,1203.663636,647.9363636,1203.663636
7,7,0.656664927,124,457.3951613,1336.217742,no,457.3951613,1336.217742,457.3951613,1336.217742
10,10,0.846226764,180,799.4222222,468.4944444,no,799.4222222,468.4944444,799.4222222,468.4944444
13,13,0.58833403,105,276.1904762,754.3333333,no,276.1904762,754.3333333,276.1904762,754.3333333
13,46,0.49590222,174.3235294,320.7754531,1265.920663,yes,320.8636364,1299.5625,321.4146341,1232.207317
13,13,0.857869038,96,744.78125,131.5729167,no,744.78125,131.5729167,744.78125,131.5729167
15,16,0.580909596,218,379.9971879,898.426949,yes,380.2086614,903.7165354,379.7857143,893.1373626
